rn,seqtab.match,rd_post_merge,rd_no_off,study,kelp_species,extraction_kit,wild_or_farmed,kelp_age_days,kelp_lifestage,id,sample_target,location,region,date_sampled,year_sampled,month_sampled,day_sampled,spore_release_date,library,treatment,diseased_tank,pink_health,remove_duplicate,area_swabbed,dual_swab,keep_dual_swab,with_kelp,sample_type,notes,tank_id,cycle_number,extra_DMSO_2percent_VbyV
cs-plate4-well4B-_-4,cs-plate4-well4B-_-4,1571,1479,cascadia,seawater,qiagen,farmed,20,Nursery,,seawater,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_symptomatic,pink_healthy,n,whole_area,5,y,yes,,,5,25,no
cs-plate4-well2B-_-4,cs-plate4-well2B-_-4,32854,32193,cascadia,seawater,qiagen,farmed,27,Nursery,,seawater,Farm 1,BC,2021-10-13,2021,10,13,2021-09-16,original,control,pink_symptomatic,seawater,n,,,y,yes,,,e1,35,no
cs-plate4-well2C-_-4,cs-plate4-well2C-_-4,57537,56236,cascadia,seawater,qiagen,farmed,27,Nursery,,seawater,Farm 1,BC,2021-10-13,2021,10,13,2021-09-16,original,control,pink_symptomatic,seawater,n,,,y,yes,,,e1,35,no
cs-plate4-well6B-_-4,cs-plate4-well6B-_-4,19805,19805,cascadia,seawater,qiagen,farmed,1,Nursery,,seawater,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,litorimonas,no,,n,,,,yes,,,,35,yes
cs-plate4-well6A-_-4,cs-plate4-well6A-_-4,19688,19688,cascadia,seawater,qiagen,farmed,1,Nursery,,seawater,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,maribacter,no,,n,,,,yes,,,,35,yes
cs-plate4-well5H-_-4,cs-plate4-well5H-_-4,145778,145778,cascadia,seawater,qiagen,farmed,1,Nursery,,seawater,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,sulfitobacter,no,,n,,,,yes,,,,,
cs-plate4-well4D-_-4,cs-plate4-well4D-_-4,3648,3555,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_asymptomatic,pink_healthy,n,healthy,8,y,yes,,,6,25,no
cs-plate4-well5C-_-4,cs-plate4-well5C-_-4,40467,33942,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_asymptomatic,pink_healthy,n,healthy,9,y,yes,,,11,25,no
cs-plate4-well5D-_-4,cs-plate4-well5D-_-4,23248,17329,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_asymptomatic,pink_healthy,n,healthy,10,y,yes,,,12,25,no
cs-plate4-well5G-_-4,cs-plate4-well5G-_-4,113469,63920,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_asymptomatic,pink_healthy,n,healthy,11,y,yes,,,13,35,yes
cs-plate4-well2F-_-4,cs-plate4-well2F-_-4,25822,21552,cascadia,Saccharina latissima,qiagen,farmed,27,Nursery,,spool,Farm 1,BC,2021-10-13,2021,10,13,2021-09-16,original,control,pink_asymptomatic,pink_healthy,n,healthy,4,y,yes,,,2,35,no
cs-plate4-well4E-_-4,cs-plate4-well4E-_-4,34863,26473,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_symptomatic,pink_diseased,n,whole_area,6,y,yes,,,7,25,no
cs-plate4-well4F-_-4,cs-plate4-well4F-_-4,33170,32145,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_symptomatic,pink_diseased,n,whole_area,7,y,yes,,,8,25,no
cs-plate4-well4H-_-4,cs-plate4-well4H-_-4,20482,10764,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_symptomatic,pink_diseased,n,leading_edge,12,y,yes,,,9,25,no
cs-plate4-well5B-_-4,cs-plate4-well5B-_-4,35740,21828,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_symptomatic,pink_diseased,n,leading_edge,13,y,yes,,,10,25,no
cs-plate4-well6C-_-4,cs-plate4-well6C-_-4,47065,31244,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_symptomatic,pink_diseased,n,leading_edge,14,y,yes,,,14,25,no
cs-plate4-well6D-_-4,cs-plate4-well6D-_-4,25277,15943,cascadia,Saccharina latissima,qiagen,farmed,20,Nursery,,spool,Farm 1,BC,2021-11-24,2021,11,24,2021-11-04,original,control,pink_symptomatic,pink_diseased,n,leading_edge,15,y,yes,,,15,35,no
cs-plate4-well2E-_-4,cs-plate4-well2E-_-4,67394,65418,cascadia,Alaria marginata,qiagen,farmed,27,Nursery,,spool,Farm 1,BC,2021-10-13,2021,10,13,2021-09-16,original,control,pink_symptomatic,pink_diseased,n,whole_area,1,y,yes,,,1,25,no
cs-plate4-well2G-_-4,cs-plate4-well2G-_-4,47436,40036,cascadia,Alaria marginata,qiagen,farmed,27,Nursery,,spool,Farm 1,BC,2021-10-13,2021,10,13,2021-09-16,original,control,pink_symptomatic,pink_diseased,n,whole_area,2,y,yes,,,3,25,no
cs-plate4-well3A-_-4,cs-plate4-well3A-_-4,10801,9199,cascadia,Saccharina latissima,qiagen,farmed,27,Nursery,,spool,Farm 1,BC,2021-10-13,2021,10,13,2021-09-16,original,control,pink_symptomatic,pink_healthy,n,whole_area,3,y,yes,,,4,25,no
cs-plate4-well3H-_-4,cs-plate4-well3H-_-4,32434,32427,cascadia,Saccharina latissima,qiagen,farmed,1,Nursery,,spool,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,litorimonas,no,,n,,,,yes,,,,35,no
cs-plate4-well3F-_-4,cs-plate4-well3F-_-4,13778,13490,cascadia,Saccharina latissima,qiagen,farmed,1,Nursery,,spool,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,maribacter,no,,n,,,,yes,,,,25,no
cs-plate4-well3D-_-4,cs-plate4-well3D-_-4,18288,18288,cascadia,Saccharina latissima,qiagen,farmed,1,Nursery,,spool,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,sulfitobacter,no,,n,,,,yes,,,,35,no
cs-plate4-well3C-_-4,cs-plate4-well3C-_-4,11113,9995,cascadia,Saccharina latissima,qiagen,farmed,1,Nursery,,tank,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,difco,no,,n,,,,yes,,,,30,no
cs-plate4-well4A-_-4,cs-plate4-well4A-_-4,44981,40459,cascadia,Saccharina latissima,qiagen,farmed,1,Nursery,,tank,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,litorimonas,no,,n,,,,yes,,,,35,no
cs-plate4-well3G-_-4,cs-plate4-well3G-_-4,32756,31457,cascadia,Saccharina latissima,qiagen,farmed,1,Nursery,,tank,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,maribacter,no,,n,,,,yes,,,,25,no
cs-plate4-well3E-_-4,cs-plate4-well3E-_-4,95658,95494,cascadia,Saccharina latissima,qiagen,farmed,1,Nursery,,tank,Farm 1,BC,2021-10-15,2021,10,15,2021-10-14,original,sulfitobacter,no,,n,,,,yes,,,,35,no
diseased_saccharina_2022114_224_S262-_-3,diseased_saccharina_2022114_224_S262-_-3,26923,22260,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,BC,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,y,leading_edge,27,y,yes,,,p1,,
spool_or_meristem_saccharina_2023131_592_S243-_-4,spool_or_meristem_saccharina_2023131_592_S243-_-4,31629,29946,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,unspecified,BC,BC,2023-01-31,2023,1,31,,,control,no,,n,,,,yes,,,,,
new_water_saccharina_2022113_85_S136-_-4,new_water_saccharina_2022113_85_S136-_-4,27374,27186,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,new_water,Can_B,BC,2022-11-03,2022,11,3,none,original,control,no,,n,,,,no,,water flowing out from pipe into unfilled aquaria,,35,yes
new_water_saccharina_2022113_86_S103-_-4,new_water_saccharina_2022113_86_S103-_-4,19120,18917,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,new_water,Can_B,BC,2022-11-03,2022,11,3,none,original,control,no,,n,,,,no,,water flowing out from pipe into unfilled aquaria,,35,yes
water_post_changing_filters_NA_20221114_113_S177-_-4,water_post_changing_filters_NA_20221114_113_S177-_-4,20658,20101,cascadia,nursery_pipe,zymo,farmed,old_water,Nursery,,new_water,Can_B,BC,2022-11-14,2022,11,14,none,original,control,no,,n,,,,no,,the water that goes into the cascadia aquaria right after changing the water filters. Compare to samples from last trup (early november),,,
water_post_changing_filters_NA_20221114_114_S380-_-4,water_post_changing_filters_NA_20221114_114_S380-_-4,22639,21102,cascadia,nursery_pipe,zymo,farmed,old_water,Nursery,,new_water,Can_B,BC,2022-11-14,2022,11,14,none,original,control,no,,n,,,,no,,the water that goes into the cascadia aquaria right after changing the water filters. Compare to samples from last trup (early november),,,
airline_saccharina_20221124_211_S174-_-4,airline_saccharina_20221124_211_S174-_-4,9709,9709,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,airline,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,airline,n,,,n-no=1,yes,,,21down,,
airline_saccharina_20221124_212_S144-_-4,airline_saccharina_20221124_212_S144-_-4,21617,21617,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,airline,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,pink_symptomatic,airline,n,,,y,yes,,,19up,35,yes
raceway_water_saccharina_20221212_271_S139-_-4,raceway_water_saccharina_20221212_271_S139-_-4,10626,10494,cascadia,Saccharina latissima,zymo,farmed,39,Nursery,,raceway_water,Farm 4,BC,2022-12-12,2022,12,12,2022-11-03,original,control,no,,n,,,,yes,,,,,
water_saccharina_20221124_207_S91-_-4,water_saccharina_20221124_207_S91-_-4,16833,16817,cascadia,seawater,zymo,farmed,21,Nursery,,seawater,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,seawater,n,,,y,yes,,,21down,,
water_saccharina_20221124_208_S286-_-4,water_saccharina_20221124_208_S286-_-4,2495,2486,cascadia,seawater,zymo,farmed,21,Nursery,,seawater,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,pink_symptomatic,seawater,n,,,y,yes,,,19up,,
spool_saccharina_20221124_195_S364-_-4,spool_saccharina_20221124_195_S364-_-4,40904,40529,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,healthy_control,n,,,y,yes,,,21up,,
spool_saccharina_20221124_197_S62-_-4,spool_saccharina_20221124_197_S62-_-4,11514,10802,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,healthy_control,n,,,y,yes,,,19up,35,yes
spool_saccharina_20221124_199_S333-_-4,spool_saccharina_20221124_199_S333-_-4,26723,26487,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,healthy_control,n,,,y,yes,,,23up,,
spool_saccharina_20221124_201_S212-_-4,spool_saccharina_20221124_201_S212-_-4,20748,18780,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,healthy_control,n,,,y,yes,,,21down,,
spool_saccharina_20221124_202_S159-_-4,spool_saccharina_20221124_202_S159-_-4,23452,22741,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,healthy_control,n,,,y,yes,,,21down,,
spool_saccharina_20221124_203_S132-_-4,spool_saccharina_20221124_203_S132-_-4,2782,2775,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,healthy_control,n,,,y,yes,,,22down,35,yes
spool_saccharina_20221124_204_S172-_-4,spool_saccharina_20221124_204_S172-_-4,10340,9831,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,no,healthy_control,n,,,y,yes,,,22down,,
spool_saccharina_20221124_198_S85-_-4,spool_saccharina_20221124_198_S85-_-4,15577,13930,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,pink_symptomatic,pink_diseased,n,,,,yes,,,19up,,
spool_saccharina_20221124_196_S32-_-4,spool_saccharina_20221124_196_S32-_-4,15031,14878,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,green_symptomatic,,n,,,,yes,,,21up,35,yes
spool_saccharina_20221124_200_S87-_-4,spool_saccharina_20221124_200_S87-_-4,9755,9504,cascadia,Saccharina latissima,zymo,farmed,21,Nursery,,spool,Farm 4,BC,2022-11-24,2022,11,24,2022-11-03,original,control,green_symptomatic,,n,,,,yes,,,23up,,
spool_saccharina_20221212_273_S142-_-4,spool_saccharina_20221212_273_S142-_-4,17526,15715,cascadia,Saccharina latissima,zymo,farmed,39,Nursery,,spool,Farm 4,BC,2022-12-12,2022,12,12,2022-11-03,original,control,no,,n,,,,yes,,,,,
spool_saccharina_20221212_274_S144-_-4,spool_saccharina_20221212_274_S144-_-4,33119,26595,cascadia,Saccharina latissima,zymo,farmed,39,Nursery,,spool,Farm 4,BC,2022-12-12,2022,12,12,2022-11-03,original,control,no,,n,,,,yes,,,,,
spool_saccharina_20221212_275_S146-_-4,spool_saccharina_20221212_275_S146-_-4,16451,13430,cascadia,Saccharina latissima,zymo,farmed,39,Nursery,,spool,Farm 4,BC,2022-12-12,2022,12,12,2022-11-03,original,control,no,,n,,,,yes,,,,,
spool_saccharina_20221212_276_S149-_-4,spool_saccharina_20221212_276_S149-_-4,41532,37402,cascadia,Saccharina latissima,zymo,farmed,39,Nursery,,spool,Farm 4,BC,2022-12-12,2022,12,12,2022-11-03,original,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_2022112_88_S301-_-4,sterile_sori_saccharina_2022112_88_S301-_-4,4048,2153,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,sterile_sori,Farm 4,BC,2022-11-02,2022,11,2,2022-11-03,,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_2022112_88_S301-_-3,sterile_sori_saccharina_2022112_88_S301-_-3,4048,2153,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,sterile_sori,Farm 4,BC,2022-11-02,2022,11,2,2022-11-03,galliano,control,no,,n,,,,yes,,spor release failed on 2022-11-02 so re-released,,,
sterile_sori_saccharina_2022112_90_S229-_-4,sterile_sori_saccharina_2022112_90_S229-_-4,28908,23908,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,sterile_sori,Farm 4,BC,2022-11-02,2022,11,2,2022-11-03,original,control,no,,n,,,,yes,,spor release failed on 2022-11-02 so re-released,,,
sterile_sori_saccharina_2022112_91_S213-_-4,sterile_sori_saccharina_2022112_91_S213-_-4,11952,3993,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,sterile_sori,Farm 4,BC,2022-11-02,2022,11,2,2022-11-03,original,control,no,,n,,,,yes,,spor release failed on 2022-11-02 so re-released,,,
sterile_sori_saccharina_2022112_92_S340-_-4,sterile_sori_saccharina_2022112_92_S340-_-4,10343,9873,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,sterile_sori,Farm 4,BC,2022-11-02,2022,11,2,2022-11-03,original,control,no,,n,,,,yes,,spor release failed on 2022-11-02 so re-released,,35,yes
sterile_sori_88_bacterial_manipulation_4_S223-_-5,sterile_sori_88_bacterial_manipulation_4_S223-_-5,9371,9362,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,sterile_sori,Farm 4,BC,2022-11-02,2022,11,2,2022-11-03,tree,control,no,,n,,,,yes,,,,,
sterile_sori_89_bacterial_manipulation_1_S3-_-5,sterile_sori_89_bacterial_manipulation_1_S3-_-5,7607,7597,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,sterile_sori,Farm 4,BC,2022-11-02,2022,11,2,2022-11-03,tree,control,no,,n,,,,yes,,,,,
unsterilized_sori_saccharina_2022111_84_S218-_-3,unsterilized_sori_saccharina_2022111_84_S218-_-3,48605,43628,cascadia,Saccharina latissima,zymo,farmed,-2,Nursery,,unsterilized_sori,Farm 4,BC,2022-11-01,2022,11,1,2022-11-03,galliano,control,no,,n,,,,yes,,spor release failed on 2022-11-02 so re-released,,35,yes
unsterilized_sori_saccharina_2022111_80_S151-_-4,unsterilized_sori_saccharina_2022111_80_S151-_-4,16747,15553,cascadia,Saccharina latissima,zymo,farmed,-2,Nursery,,unsterilized_sori,Farm 4,BC,2022-11-01,2022,11,1,2022-11-03,original,control,no,,n,,,,yes,,spor release failed on 2022-11-02 so re-released,,35,yes
unsterilized_sori_saccharina_2022111_81_S219-_-4,unsterilized_sori_saccharina_2022111_81_S219-_-4,56090,53793,cascadia,Saccharina latissima,zymo,farmed,-2,Nursery,,unsterilized_sori,Farm 4,BC,2022-11-01,2022,11,1,2022-11-03,original,control,no,,n,,,,yes,,spor release failed on 2022-11-02 so re-released,,,
unsterilized_sori_82_bacterial_manipulation_1_S280-_-5,unsterilized_sori_82_bacterial_manipulation_1_S280-_-5,16798,16789,cascadia,Saccharina latissima,zymo,farmed,-2,Nursery,,unsterilized_sori,Farm 4,BC,2022-11-01,2022,11,1,2022-11-03,tree,control,no,,n,,,,yes,,,,,
unsterilized_sori_saccharina_2022111_84_S218-_-4,unsterilized_sori_saccharina_2022111_84_S218-_-4,48605,43628,cascadia,Saccharina latissima,zymo,farmed,-2,Nursery,,unsterilized_sori,Farm 4,BC,2022-11-01,2022,11,1,2022-11-03,,control,no,,n,,,,yes,,,,,
unsterilized_sori_83_bacterial_manipulation_4_S8-_-5,unsterilized_sori_83_bacterial_manipulation_4_S8-_-5,17932,17898,cascadia,Saccharina latissima,zymo,farmed,-2,Nursery,,unsterilized_sori,Farm 4,BC,2022-11-01,2022,11,1,2022-11-03,tree,control,no,,n,,,,yes,,,,,
unsterilized_sori_84_bacterial_manipulation_1_S249-_-5,unsterilized_sori_84_bacterial_manipulation_1_S249-_-5,31192,31136,cascadia,Saccharina latissima,zymo,farmed,-2,Nursery,,unsterilized_sori,Farm 4,BC,2022-11-01,2022,11,1,2022-11-03,tree,control,no,,n,,,,yes,,,,,
airline_saccharina_20221124_209_S302-_-4,airline_saccharina_20221124_209_S302-_-4,16593,16583,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,airline,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,31down,,
airline_saccharina_20221124_210_S173-_-4,airline_saccharina_20221124_210_S173-_-4,111241,111145,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,airline,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,30down,,
airline_saccharina_20221212_286_S162-_-4,airline_saccharina_20221212_286_S162-_-4,21198,21195,cascadia,Saccharina latissima,zymo,farmed,27,Nursery,,airline,Farm 5,BC,2022-12-12,2022,12,12,2022-11-15,original,control,no,,n,,,,yes,,,13down,35,yes
airline_286_farm_monitoring_5_S102-_-5,airline_286_farm_monitoring_5_S102-_-5,18998,18998,cascadia,Saccharina latissima,zymo,farmed,27,Nursery,,airline,Farm 5,BC,2022-12-12,2022,12,12,2022-11-15,tree,control,no,,n,,,,yes,,,13down,,
water_saccharina_20221124_205_S217-_-4,water_saccharina_20221124_205_S217-_-4,39206,38611,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,31down,,
water_saccharina_20221124_206_S282-_-4,water_saccharina_20221124_206_S282-_-4,1694,1663,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,30down,,
water_saccharina_20221212_278_S151-_-4,water_saccharina_20221212_278_S151-_-4,66820,66457,cascadia,seawater,zymo,farmed,27,Nursery,,seawater,Farm 5,BC,2022-12-12,2022,12,12,2022-11-15,original,control,no,,n,,,,yes,,,13down,,
spool_saccharina_20221124_186_S17-_-4,spool_saccharina_20221124_186_S17-_-4,7693,7576,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,31up,35,yes
spool_saccharina_20221124_187_S285-_-4,spool_saccharina_20221124_187_S285-_-4,24688,22811,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,31down,,
spool_saccharina_20221124_188_S369-_-4,spool_saccharina_20221124_188_S369-_-4,43795,42335,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,30up,35,yes
spool_saccharina_20221124_189_S356-_-4,spool_saccharina_20221124_189_S356-_-4,67546,66153,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,30down,,
spool_saccharina_20221124_190_S363-_-4,spool_saccharina_20221124_190_S363-_-4,38245,38229,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,original,control,no,,n,,,,yes,,,29up,,
spool_191_nursery_monitoring_3_S221-_-5,spool_191_nursery_monitoring_3_S221-_-5,5011,4943,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 5,BC,2022-11-24,2022,11,24,2022-11-15,tree,control,no,,n,,,,yes,,,,,
spool_280_farm_monitoring_5_S288-_-5,spool_280_farm_monitoring_5_S288-_-5,14487,14487,cascadia,Saccharina latissima,zymo,farmed,27,Nursery,,spool,Farm 5,BC,2022-12-12,2022,12,12,2022-11-15,tree,control,no,,n,,,,yes,,,,,
spool_281_farm_monitoring_5_S101-_-5,spool_281_farm_monitoring_5_S101-_-5,20263,20234,cascadia,Saccharina latissima,zymo,farmed,27,Nursery,,spool,Farm 5,BC,2022-12-12,2022,12,12,2022-11-15,tree,control,no,,n,,,,yes,,,,,
spool_282_farm_monitoring_5_S163-_-5,spool_282_farm_monitoring_5_S163-_-5,7801,7790,cascadia,Saccharina latissima,zymo,farmed,27,Nursery,,spool,Farm 5,BC,2022-12-12,2022,12,12,2022-11-15,tree,control,no,,n,,,,yes,,,,,
spool_283_farm_monitoring_5_S257-_-5,spool_283_farm_monitoring_5_S257-_-5,10838,10838,cascadia,Saccharina latissima,zymo,farmed,27,Nursery,,spool,Farm 5,BC,2022-12-12,2022,12,12,2022-11-15,tree,control,no,,n,,,,yes,,,,,
airline_saccharina_20221214_387_S207-_-4,airline_saccharina_20221214_387_S207-_-4,29115,13754,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 6,BC,2022-12-14,2022,12,14,2022-12-13,original,litorimonas,no,,n,,,,yes,,,up,,
airline_saccharina_20221214_388_S160-_-4,airline_saccharina_20221214_388_S160-_-4,22390,18575,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 6,BC,2022-12-14,2022,12,14,2022-12-13,original,litorimonas,no,,n,,,,yes,,,down,35,yes
airline_saccharina_20221214_384_S313-_-4,airline_saccharina_20221214_384_S313-_-4,20640,20521,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 6,BC,2022-12-14,2022,12,14,2022-12-13,original,maribacter,no,,n,,,,yes,,,down,,
airline_383_bacterial_manipulation_3_S284-_-5,airline_383_bacterial_manipulation_3_S284-_-5,1068,1068,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 6,BC,2022-12-14,2022,12,14,2022-12-13,tree,maribacter,no,,n,,,,yes,,,,,
